original_index,review_text,polarity,predicted
775767,"Fraco. O filme teria sido mais bem sucedido se tivesse se focado  Na loucura que galopa naquela família do que enveredar pelo lugar comum do lugar comum das tramas de possessão. E é absurda a pretensão do roteiro que nos mostra o feijão com arroz (a busca de um receptáculo humano ideal pra um demônio) como se fosse prato chique de culinária francesa  Acho que Hereditário poderia ter sido um grande filme, se tivesse ido por outro lado porque o filme aponta em diversas direções, como aqueles joguinhos com várias linhas num labirinto e só uma dá na saída. Esse é um dos pontos mais problemáticos do filme: a falta de foco.  É um filme sobre loucura, sobre possessão, sobre uma seita, sobre possessão E uma seita?  Essa indecisão aliada a um punhado de cenas clichês são uma mancha na brilhante atuação de Toni Collete que merecia um roteiro mais ""bem acabado"".  Posso citar dois filmes que têm temática ""similar"" e, pra mim, são bem superiores a este: Kill List e House of the Devil.",0.0,0
1789602,"Fantástico, ai você percebe a grandiosidade do mundo dos games.",1.0,1
881707,"Um absurdo ligar crianças a armas de fogo como é feito nesse filme, deprimente!",0.0,0
1548898,ÉW bom,1.0,1
1512000,incrivel a atuação do Jared Letto,1.0,1
1047182,<3,1.0,1
209059,"Moral da história: Às vezes precisamos enfrentar nossos demônios, dentro do banheiro enquanto refletimos talvez. PS: Isso é uma brincadeira pra quem já assistiu.",1.0,0
926121,Tenso.,1.0,1
1070226,"Lars construiu uma bela história, que final foi esse =]Com conteúdo denso, semanticamente perfeito, tudo se encaixa entre os diálogos e os relatos vividos.Joe deixou claro que era preciso ""preencher todos os seus buracos, por favor"". Favorito.",1.0,1
219406,"Eu achei bem feito, estética ok, trama mais ou menos, se for pra fazer mais do mesmo tá melhor que Velozes e Furiosos.",1.0,0
266841,"Muito bom, um dos melhores do genero",1.0,0
186787,"A Viagem de Chihiro é uma das animações mais encantadoras que eu já vi! O anime é esteticamente muito bonito, com cores vibrantes e uma enorme quantidade de criaturas e rostos diferentes. A trilha sonora é sutil e combina perfeitamente com cada cena.Podemos observar também uma quantidade enorme de metáforas e elementos simbólicos da cultura oriental, como a presença de deuses/espíritos, sendo o ""Kaonashi"" ou ""Sem-Rosto"", particularmente o meu preferido. Ele é um Deus sem personalidade que tenta se aproximar de Chihiro conforme a narrativa, porém por não ter personalidade própria, ele adquire a das pessoas à sua volta. Por isso que, a dado momento, Kaonashi se torna mau e ganancioso, precisamente por estar rodeado de pessoas assim na casa de banho. O mais bonito foi Chihiro perceber isso dizendo ""Ele só é mau na casa de banhos. Precisa sair de lá."" dando-lhe uma segunda chance e podendo trazer à tona o bom de Kaonashi.",1.0,1
142924,"Me rendo. Depois de assistir pela 5ª (ou seria 6ª?) vez, vou ter que favoritar. O Nolan merece o meu reconhecimento, não só por este filme, mas por toda sua filmografia.",1.0,0
809564,"Que filme delicioso! Desde sua estética belíssima, passando pela doce história, trilha sonora incrível e fotografia nada comum em uma animação. O humor é muito bem aplicado e super peculiar, mesmo tendo uma atmosfera pesada, durante todo o filme é carregado de maneira super leve. E o que falar da dublagem incrível? I bite! Como eu dou risada do Chief, personificando totalmente o Bryan Cranston em um Heisenberg em forma de cachorro. Mas o grande astro de fato é o Wes Anderson, que nos trouxe esse belíssimo trabalho. Não tem como não admirar. Que venham mais animações dele! Obs: Seria pedir demais uma parceria entre o Wes e o estúdio Laika? Que sonho...",1.0,1
1778619,Mediano.,0.0,1
135924,Divertido?Muito. E bonito também. Achei só meio piegas e descobri que os livros são muito muito mais sérios.,1.0,0
522053,"Desde ""A pele que habito"" não via um filme  tão angustiante e sufocante!! As cenas sobre o racismo velado são geniais!!",1.0,1
1089891,"Filme excelente!!! Uma narrativa simples, mas que encanta pela forma como é narrada. Uma fita que surpreende nos tempos atuais, pois não necessita de efeitos especiais, excessos e banalidades. Recursos tão usuais no cinema contemporâneo e que se tornam tão pequenos diante de O Artista. As tomadas de silêncio do filme são ótimas e devem irritar aqueles que estão acostumados com os barulhentos mecanismos cinematográficos. Poético, divertido e emocionante! O cachorrinho dá um show à parte! Só acho que a tradução do título do filme para o Português deveria ser apenas Artista, o que não definiria o gênero como o the (o/a) no original, já que tanto o ator e a atriz principais representam artistas e cada um têm seu momento de glória na trama. Oscar mais que merecido!",1.0,0
1241626,"""E se acaso não crer na minha partida, comece a contar os dias de sempre da minha ausência"" ...",1.0,0
784,um 007 para o seculo XXI.,1.0,1
836259,Já estou me preparando psicologicamente para não me aborrecer quando for assistir o filme no cinema e ter que presenciar gente que só sabe falar e rir nas melhores cenas do filme Triste realidade dos filmes de terror assistidos no cinema. Tira todo o clima do filme.,1.0,0
1576662,Tão bom quanto o primeiro!,1.0,1
652593,"Esse filme é muito do bom, parem de falar que o filme não presta, vamos aproveitar o momento.",1.0,0
1199353,"Adorei, mas acho que não leva a estatueta de melhor filme...",1.0,0
21061,Um bom filme.,1.0,1
423944,"""My angel. Flung out of space"".",1.0,1
1603200,"Tipo de filme que faz você querer mudar e de alguma forma fazer diferença, de uma maneira boa ( ou não, quem sabe. rs ). Mas o que o diferencia de outros filmes com roteiros similares? Não sei. Talvez o fato de ter sido o 1º do gênero que eu vi, ou quem sabe a forma cativante ( e as vezes até meio maluca ) que o professor John Keating apresenta um mundo onde você pode ser feliz e não sentir culpa por isso. Qualquer uma dessas ou outras respostas estariam corretas, mas pra mim o que torna esse filme especial é o fato de ele mudar, nem que por 2h, a minha concepção de felicidade e tristeza. Um dos meus favoritos.  Oh, Captain! My Captain!",1.0,1
1411365,Ahhh que filme perfeito. Ri me emocionei e compreendi o Dwayne. Perfeito.As melhores cenas foram fazer o carro funcionar. A trilha sonora é bem fofinha também.,1.0,1
581035,faz referência aos tres mosqueteiros por isso não vou criticar,1.0,0
889029,"KINGSMAN realmente é um filme fantástico. Que filme foda! Assisti 2 vezes e assistiria mais umas 15! Cenas de ação que a muito tempo não via no cinema (se vc assistiu, você sabe a qual cena me refiro), personagens carismáticos, criticas ousadas e trilha sonora TOP a lá mixtape de Guardiões da Galáxia. MEU... ASSISTA. (pronto, falei o que queria, me sinto livre como um pássaro agora).",1.0,0
1013964,os aliens são bem convicentes!mas com o jeitinho engraçado de will smith o filme fica muito hilario rsrsrsrsrs.,1.0,0
1191852,perfeito ..,1.0,0
533407,entende-se o significado na expressão 'nó na garganta',1.0,0
1250943,"Rapaz do caramba o filme serio mesmo!! Gostei muito!Super indico. Pois ele mostra q podemos fazer muitas coisas em apenas UM dia...  Ou seja, apenas faça o q for para ser feito hj. e sempre na linha do bem!!  Espero q alguem concorde comigo. ;)",1.0,0
1135776,Andrew é um lindo <3,1.0,1
830311,Um ótimo filme de terror como eu há tempos não via!!,1.0,1
525401,Esse filme me ensinou muito! Ele é GENIAL!,1.0,1
1316901,A cena da plantinha foi roubada de Wall-E... rsrsrs,1.0,1
914075,"Filme lento, com grande foco no período histórico e na política da época. Ou seja, ótimo :)",1.0,0
809578,A beleza do spot-motion foi usada para o mal.,0.0,1
1290597,Extraordinario,1.0,0
747377,Um novo tipo de Zumbi? Será que realmente vai ser bom?,1.0,0
1713898,as vezes eu só queria poder dar um abraço na laura palmer,1.0,0
1405415,"Vamos brincar de ler a sinopse, ai você vai saber que já nela tem o romance, e o filme gira em torno disso também.Não é apenas um filme sobre a guerra.",1.0,1
1557137,Chorei Litros.,1.0,1
1517845,"Uma arrogante e manipuladora, a outra sonsa. O Final foi apenas o carroço no topo da merda. Mas para quem é adolescente e tem paciência para esses showzinhos, esse é um bom filme.",0.0,1
163402,"na boa, eu ri muito nesse filme hisahaishas x)",1.0,1
905365,"Três choronas no cinema:. Eu, Luana e Jéssica[rsrsrsr]]]Ótiimo!!",1.0,0
832619,"""Invocação do Mal"" é surpreendentemente o melhor filme de terror dos últimos tempos.O filme é uma grata surpresa pelo fato de que mesmo tendo uma história clichê (sobre uma casa mal assombrada como a maioria dos filmes do gênero), consegue criar uma atmosfera angustiante por conta dos sustos presentes na trama a todo momento.Combinando o clima de terror constante e uma produção bem feita, temos um filme competente que se tornou um sucesso imediato.",1.0,1
574992,"Acredito que seja a melhor animação que eu já vi. Para mim, até melhor que Toy Story. Causa muita identificação em vários momentos. É muito divertido, e ao mesmo tempo trata de um tema tão importante! [/spoiler]Quando a Alegria e a Tristeza saem do ""controle"", a menina começa a afundar em uma depressão. Cada parte de sua personalidade vai desmoronando (quando a família cai... omg!).[spoiler] De certa forma, o filme nos incentiva a expor nossos sentimentos.",1.0,0
1711901,"Eu vi esse filme tem alguns anos. Ele vai passar em mostra aqui perto, mas não vou ver. É lindo de morrer, mas também triste de morrer. Para ver, recomendo ter uma caixa de lenços por perto...",1.0,1
1087208,"Não costumo gostar muito de comédias românticas, mas esse filme é muito bom!",1.0,1
886209,"Excelente, tão bom quanto o primeiro, Tarantino podia ter colokado os 2 juntos eu fikaria as 4 horas no cinema,o filme é sensacional.",1.0,0
1081714,A sede pelo poder e dinheiro as custas das desgraças dos outros! Como é feita a mídia sensacionalista! É o que esse excelente filme nos entrega! Não importa se é podre se dá audiência bota a ibagem na tela...,1.0,0
1325718,isso é um filme. [2],1.0,1
539669,ri demais,1.0,1
617206,Várias possibilidades com apenas alguns atos... sem contar oasis no final (preferido sempre),1.0,1
1630629,brevemente vou ver,1.0,1
855844,Muito melhor que o primeiro e mostra muitos mais desafios e que venha o próximo.,1.0,0
130207,"Clássico dos musicais, o filme que não envelhece, tanto que possui uma legião imensa de fãs que sequer haviam nascido quando foi produzido. Canções deliciosas e cenas memoráveis, dentre elas, as crianças vestidas com as roupas feitas de cortina!!!",1.0,0
1531725,"Um clima totalmente claustrofóbico, sujo e violento. Este filme definitivamente coloca Jeremy Saulnier na lista dos grandes diretores independentes de seu gênero. Resta esperar seu próximo passo. Um dos melhores do ano. NAZI PUNKS FUCK OFF!",1.0,1
219924,"Como eu gosto do gênero, curti bastante o filme! Embora seja o mais do mesmo, somente com alguns efeitos especiais avançados rs! Mais é um baita FILMÃO!!! #Recomendo",1.0,0
1561734,"Ainda que tenha um final emocionante, todo filme é razo demais. Comparado com o poderoso ""Ensaio Sobre a Cegueira"", ""Sentidos do Amor"" é uma bobagem.",0.0,0
251463,Chato nossa;;Talvez eu não tenha entendido .........,0.0,0
482645,"""Nós somos uma geração sem peso nenhum na história.""",1.0,0
1080288,"Idéia brilhante. Rsrsrs, ""e foram todos juntos à praia""",1.0,1
1179361,"Não me lembro de nenhuma outra vez em que fiquei tão comovida com uma história. Só de lembrar me dá vontade de chorar. ""I AM NOT AN ELEPHANT! I AM NOT AN ANIMAL! I AM A HUMAN BEING!"" melhor cena [6]",1.0,0
1838273,"O que importa se é clichê? Cara, OLHA ESSE ELENCO!",1.0,1
1433309,"adorei o filme história bem desenvolvida, ótimos efeitos especiais e conseguiu prender minha atenção do ínicio ao fim",1.0,0
753924,Amo.,1.0,1
1587105,Jim Carey é Jim Carey né... todos os filmes dele são bons.,1.0,0
471588,"Lindo, espero que Portman ganhe o Oscar!se bem q ela jah deveria ter levado em V de Vingança, mas o filme não fazia o tipo do Oscar neh.",1.0,0
1320642,Faz tempo que não  vejo um filme com um final tão surpreendente e punk... Filmaço!,1.0,0
1288250,"ótima surpresa, achei fantástico.há segredos que ninguém tem como esconder...",1.0,1
1474320,Quem não viu este filme só lamento. Foi um marco no cinema dos anos 90 e até os dias atuais!!!,1.0,0
1360075,"Não é um filme para todos, mas quem se dispuser a assistir um filme inteirinho cantado não vai se arrepender.Um elenco espetacular com Anne Hathaway (finalmente entendi porque falavam do Oscar de uma cena), Hugh Jackman (impecável), Russell Crowe (supreendendo), Amanda Seyfried, Samantha Barks e muitos outros. Até as crianças funcionam. Agora, como não premiaram Eddie Redmayne?!Ambientação, figurinos, maquiagem, fotografia, músicas, direção. Tudo é perfeito.Talvez o único problema seja a duração do filme.Um filme épico. Recomendado!",1.0,0
1612704,E se...,1.0,0
269483,"Altamente machista, Lars von trier segue sua epopéia de ser o ""dono da verdade"". O filme ensina muito sobre o que não deveremos ser, e choca pela crueldade estampada nos atos filmados. Vale a pena ver e odiar.",0.0,1
275633,Ah filmacoo. Demais . Visual lindo.,1.0,1
356144,Pra aplaudir de pé.,1.0,0
753838,"O filme é muito bom, a história então! a Saoirse é muito foda, arrasou na atuação. E eu só queria uma coisa: a continuação haha só senti falta de saber o que acontece com a família que estava com ela. Enfim, recomendo!",1.0,1
1357905,"Não estou entendendo esse pessoal que tá reclamando que o filme inteiro é cantado, já que ele é um >musical<. Agora, a raiva que dá, é de gente que já atira pedras no filme só porque ele é um musical. Achei o filme incrivelmente lindo, com ótimas interpretações e uma direção de arte impecável. Coisa que muita gente não percebe é que algumas situações que ficariam piegas em um filme ""normal"", ficaram lindas neste formato. ""neguinho ta morrendo mas tem força pra cantar, benza deus."" acredito que a questão não seja essa. Parem de ser tão realistas por um momento e tentem apreciar mais as coisas.",1.0,1
878077,"Hit Girl o novo do filme mais uma vez, fodona demais, parte pra ignorância sempre e sabe matar como ninguém. Enredo bem desenvolvido, uma sequencia que não pode ser brilhante como o primeiro filme mas diverte e mantém um padrão, isso sim são ""super"" heróis de verdade, um pouco loucos mas heróis e Mother Fucker ficou demais. Os dramas de ser um herói é bem explorado no filme. Agora é esperar pelo 3 em 2017... tá bem longe ainda.",1.0,0
1825215,"Gostei bastante, doido pra ver a  continuação logo, continua mantendo a gente ligadose sempre querendo ver mais dos x-mens",1.0,0
477282,"""If you believe in love at first sight you never stop looking.""",1.0,1
508025,"Achei um filme fantástico! A questão da loucura - e o que não é loucura. O sadismo, a pornografia e os elementos que regulavam a saúde mental das pessoas daquele século... A posição e os impactos sociais gerados pelos contos proibidos.Mas, o melhor é o abade... Ai ai...",1.0,1
1335932,linda história,1.0,1
629762,"Um filme muitíssimo certeiro, que evoca críticas bem pontuais acerca dos ""atuais"" e nefastos eventos que o mundo tem presenciado. São tempos sociopolíticos sombrios, onde o conservadorismo e o fascismo desfilam de mãos dadas, por todos os cantos e em plena luz do dia. A Diane Kruger desenvolveu uma atuação tão visceral e contundente quanto as críticas promovidas no filme, vale muito conferir! A nível de informação, um curioso dado sobre a população carcerária da Alemanha:Dos 69 mil presos no país, mais de 25% são estrangeiros. Fica a reflexão, né? Fonte: International Centre for Prison Studies.",1.0,1
102687,O LIVRO É BOM,1.0,1
1515285,"Já havia visto muitos comentários grandiosos sobre "" Requiem For a Dream"" e é realmente um filme diferenciado. Gosto desse tema, e ele me parece ter sido retratado de uma forma bem realista, eu creio que é possível dizer que todos tem algum tipo de vicio, ou pelo menos já teve, em algum momento da vida. Eu por exemplo, posso identificar alguns vícios pessoais, e é lamentável perceber que existem momentos que você não tem real controle sobre si mesmo, mas enfim ...  As atuações são boas , o filme em geral é bom, é claro que não é um filme para todos, mas não me soou tão chocante, também apesar da mensagem interessante não me tocou de modo a adiciona-lo a minha lista de favoritos.",1.0,0
10540,"Um filme que se arma e apoia-se num elenco de doze homens e em uma direção segura.É inegável a qualidade da obra, no entanto me senti entediado com a saída fácil de criar novas votações para manter o bom ritmo. Já o final embora esperado, é maravilhoso.",1.0,1
40989,"""A Bruxa"" é um ótimo terror, porém pode desagradar muita gente por fugir do convencional e clichê terror de sustos ao estilo ""atividade paranormal"" e quem for esperando só mais um filme desse tipo e não estiver aberto ao diferente, se decepcionará. Atuações muito boas e trilha sonora sinistra. Quem consegue embarcar na atmosfera da trama continua pensando no filme um bom tempo depois da sessão. Uma grata surpresa.",1.0,0
469915,Sinto-me obrigado a avalia-lo deixando uma opinião mas não quero exarceba-la nem desmerecer o filme.Digo que achei Sensacional.,1.0,1
1682717,Perfeição em forma de animação define! Sensacional ♥,1.0,0
333055,Tarantino pra vida.,1.0,0
367165,"Pra quem acompanha a série o filme interativo é uma das melhores propostas, mesmo nos deixando pasmados com os absurdos de algumas das possibilidades. Parece que estamos dentro do jogo de interação que o próprio Stefan estava desenvolvendo.",1.0,0
506534,"Fantástico, a palavra que melhor poderia definir esse filme. Acompanhamos quase todas as dificuldades de Ellie, a perda do Pai, a falta de apoio ao seu projeto, a inexistência de reconhecimento profissional etc. Assim até, finalmente, assistirmos à realização de sua conquista. Ao fim, podemos perceber que, tanto na ciência quanto na religião, a fé é essencial.",1.0,1
10281,"12 Angry Men é a prova de que um filme não necessita de nada mais do que um bom roteiro para ser excelente.Lançado em 1957, foi dirigido pro SIdney Lumet e escrito por Reginald Rose. O filme basicamente gira em torno do julgamento de um rapaz que supostamente assassinou o próprio pai, com 12 homens responsáveis por isso.Com uma premissa simples, e um cenário limitado a uma sala comum, a execução do filme é simplesmente perfeita. De longe é um dos melhores textos já escritos, considerando os diálogos geniais entre os personagens e as reviravoltas que eles trazem para a resolução do problema.Em questão de atuação, todos os atores mandam muito bem, com destaque para Henry Fonda e Lee J. Cobb.Arrisco a dizer que esse foi o melhor filme que assisti até hoje (não é o meu favorito), simplesmente porque seu roteiro é impecável e consegue prender a atenção somente com diálogos, criando situações tensas, emocionantes e que prende o espectador desde o seu início.",1.0,1
1542952,Foda d+ KKKKKKKKKKKKK...,1.0,0
717352,"""Sean, se o professor ligar sobre o emprego, diga que sinto muito. Tive de ir ver uma garota. Will""Filho da mãe! Me plagiou.",1.0,1
304024,Um dos mais lindos do ano.,1.0,1
9295,Usuário temporariamente bloqueado por infringir os termos de uso do Filmow.,1.0,0
1193621,Filme incrível!,1.0,1
1830999,"Ótimo roteiro consegue mesclar drama, ação e momentos cômicos muito bem e o elenco é fantástico, esperava mais de alguns personagens como Emma Frost por exemplo mas isso não tira os méritos da adaptação que é excelente.",1.0,1
1052263,"Uma ótima direção, um bom ator, uma história cativante e Eddie Vedder na trilha sonora. Não tem como dar errado.",1.0,0
357200,"""Eu posso viver sem você maso que me mata, meu amor, éque não posso viver sem te amar.""",1.0,0
1467933,"eu até gostei e tals, mas sobre o final puta q parius cês tão de ZOA",1.0,1
322825,"Gostaria de ler alguém explicando porque amou a ""fotografia linda"" do filme. Valendo!",1.0,1
1123196,"""Muito bem Maurice, pode se retirar, obrigado. (Pausa) Viram? Este é o perfeito exemplo de como não se deve tomar um dry martini"" Homi, vai te reiar!",1.0,1
977247,"Infelizmente estragaram tentando deixar um filme só de ação e as coisas importantes se perderem ao longo do caminho. Se para quem leu os livros já achou que o final foi ruim (o que não é meu caso), quem assiste ao filme vai achar pior ainda. Mas valeu o tempo que passei com MR, amo demais essa série e sempre terá um lugarzinho no meu coração. <3",1.0,0
1385882,"O melhor da quadrilogia,concerteza classico dos anos 90.",1.0,0
540263,"Muiito bom,adooro!Tão lindo,não canso de ver.",1.0,1
673184,"Me segurou firme do início ao fim. O cenário é lindo e nos transmite muitas sensações, seja p uns boas e outros ruins. Gostei real.",1.0,0
623964,"No meio de uma crescente mundial fascista, esse argumento se torna ao mesmo tempo interessante e assustador. E a estética de mockumentary que ele assume em alguns momentos é o ponto mais alto do filme, e o que mais incomoda.Porque você vê um cara vestido de Hitler andando no meio de pontos turísticos e falando com pessoas... e sendo tratado como uma atração por quem passa. Fotos, saudações, piadas. Palavras de apoio. Declarações absurdas de apoio ao ódio. Ao longo de todo o filme somente uma pessoa interpela as gravações para hostilizar a ideia. E mesmo que isso tenha ocorrido mais vezes e retirado da montagem final, o volume de apoio que a personagem percebe em seus trânsitos urbanos já é o suficiente pra dar raiva e medo. De resto, o filme traz alguns pontos muito legais, a reflexão sobre a faceta autoritária e irresponsável que todos temos, a busca insana por audiência que os meios produtos de conteúdos empreendem em todos as mídias, a louca hierarquia moral que torna engraçado vociferar ódio contra grupos historicamente desfavorecidos desde que nenhum animal seja machucado no processo e o próprio final de Fabian, sendo internado por passar a se posicionar contra o Hitler lá. Mas, na boa? Esperava mais. Como comédia, acaba dependendo somente da capacidade de Oliver Masucci de ~~improvisar~~ nas entrevistas e encontros, porque a narrativa mesmo da história e das personagens é bem sem graça. Isso sem contar o aspecto ético da coisa: sabendo que estamos numa crescente odiosa no mundo, é válido criar esse tipo de situação mesmo que para denunciar esse fascismo iminente? E as pessoas que sofreram diretamente com o regime nazista e se depararam com esse cara nas ruas de Berlin? E as família que até hoje carregam essa dor? Questões complexas, e que o filme faz questão de ignorar.Boa ideia, mas não tanto quanto achei inicialmente. O filme é legal, mas é bom assistir sem expectativas. [visto em 19/06/16]",0.0,1
828806,Já saiu em qualidade boa?,1.0,0
1436287,"Grande obra!!! Mostra realmente a fusão da tecnologia contemporânea com a atuação real dos atores. E cara, tem que criar um oscar pro Andy Serkis! kkk Tem um canal no Youtube onde eles só falam de cinema, e o vídeo do planeta dos macacos é bem legal... Deem uma olhada! https://www.youtube.com/watch?v=SNG9Iz-Qweg",1.0,0
1357739,"Chorei copiosamente, ah desculpe Pi, mas esse filme merece tanto quanto e um tiquim a mais, pela emoção, pela coragem do diretor (bem Ang Lee também foi bem corajoso em filmar ""A Vida de Pi"", tirar o impossível dali...) em fazer um filme de 3 horas, musical, cantado (nem sempre bem cantado né Russel rs), um desafio e tanto! Fantastico!Vai ficar na minha memória pra sempre! Envolveu-me, encanto, de uma emoção, me levou viajando para 1830, uma França Revolucionária, uma experiência imperdivel! Ah como continuar torcendo por Pi depois de tamanhas emoções...Não deixe de se propiciar essa emoçãozinha básica rs, não esqueça de levar lenços!",1.0,1
1366944,"""...Seja como for não existe foda tão rápido que não possa nos foder. Um dia no mundo ideal você poderá dizer porra, babaca ou até mesmo puta no rádio, mas foda, nunca mesmo..."" HAHAHAHA",1.0,0
563728,great,1.0,0
1341625,Filme lindo!Ótimo para as crianças aprenderem sobre não ter medo.Ri muito! Principalmente com a Eep e a vó. kk,1.0,0
24460,"Esse filme me surpreendeu, foge dos padrões ""juntos para sempre"", mas não deixa de ter o seu toque romântico.",1.0,0
1399831,"ADOREI o filme. há quem diga que não, mas dele tirei uma lição de vida: o que há de acontecer, acontecerá, tudo no seu devido tempo.",1.0,1
1217393,"Pq quando esses caras vão pra Holywood, com dinheiro e tudo, param de fazer filmes tão bons quanto esse, que faziam independentes e sem grana?",1.0,0
708122,Que soco no estômago... :~/,1.0,1
1244353,"Disponibilizando pra quem ainda não assistiu ou quem quer ver outra vez. Confiram !! E não deixem de seguir o blog, obrigado.",1.0,0
1736727,"Lindo... dei 4 devido a coisas importantes que constam no livro e que sequer apareceram no filme....  Ainda sim, muito emocionante!!!",1.0,0
275076,"Imagina a decepção da Rainha Atlanta ao voltar pra superfície e ver que o amor da vida dela tá gordo, careca e tem problema com bebida? [spoiler][/spoiler]",0.0,1
1254350,Pior filme desse ano,0.0,1
973867,"A estrutura desse filme é muito interessante. A sub-trama dentro da Matrix, que se trata de um simples ""você precisa buscar esse cara"" e depois de um ""você precisa fazer tal coisa"", consegue abrir brechas para as reflexões que a série propõe - que, inclusive, são diferentes da do primeiro filme, tratam muito mais do propósito da vida e da casualidade, e também são muito mais interessantes que o lance ""tudo é uma mentira"" do primeiro - e também para as cenas de ações que, sinceramente, são mais bem elaboradas e diria até menos fetichistas que do primeiro filme; não há o abuso do slow-motion e a ""curtição"" que você percebe que os irmãos tinham ao fazê-las é muito mais compartilhável. Mas o charme do filme é como eles se deixam levar pela fantasia e meio  que dão para tudo essa cara de uma jornada, um caminho a ser percorrido. Se no filme anterior já havia traços disso, nesse ambos os elementos estão a toda, principalmente o primeiro: seres sobrenaturais, personagens caricatos, cenas de ação intermináveis e Neo voando (!). E tudo amarradinho pela supracitada trama simplória com o auxílio de um fundo filosófico satisfatório. Uma pena que não chega a funcionar sozinho, visto que acaba no meio de algo, porém ainda sim achei o melhor da trilogia, um tom menos pretensioso que o primeiro e é melhor em todos os aspectos do que o terceiro.",1.0,1
956049,Filme delicioso!! Curti cada minuto e canção!,1.0,1
1082229,Só que queria dizer que: Eita Caraio,1.0,0
1282765,Que filmaço e q final!!!!!,1.0,1
1355663,Muito bom.,1.0,1
72212,"Esse é o tipico filme que vc começa assistindo sem esperar muito e acaba se surpreendendo. Lembra muito glee, é realmente adorável e as músicas são ótimas, gostei de td desse filme, só alguns personagens que são meio chatinhos, mas no final me eu gostei. Estou ansiosíssima pelo segundo <3",1.0,1
1624328,"Simplesmente fantástico, resgatou o que tinha de bom nos três clássicos  e apresentou novos elementos para a saga, muito bom!",1.0,1
293122,Mágico.,1.0,0
31387,Versão Alienígena de Amanhecer Violento.,0.0,0
1415689,"Excelente! Um magnífico e assustador thriller psicológico com argumento, roteiro, personagens e trilha sonora dignos de grandes obras cinematográficas. Diferente de toda animação que eu algum dia possa ter assistido! Não sou um grande fã do gênero, mas vários trabalhos japoneses figuram entre os meus favoritos. Cheguei à filmografia do talentoso diretor (infelizmente morto em 2010) através de ""Páprika"", outra interessante obra de Satoshi, e desejo avidamente devorar toda sua filmografia!",1.0,0
1450923,Forte e tenso!,1.0,0
483766,"Amei e favoritei o filme, mas tenho algumas ressalvas. Estou em processo de ""Maratona Oscar""então, inevitavelmente, faço comparativos entres os filmes indicados. Apesar te ter me apegado bem mais a história do Clube de Compras Dallas, senti falta de um clímax um pouco mais definido como ocorre mais claramente em Lobo de Wall Street. Mas isso não desmerece em nada a história do filme. É tocante, sem ser dramático e há uma evolução clara no pensamento dos personagens e da época no decorrer da drama. E é incrível como você sente as emoções deles, lidando com a morte eminente e os conflitos internos. MARAVILHOSO esse efeito.E apesar do Matthew McConaughey ter sido impecável no filme, ainda daria a estatueta para o Di Caprio,pela sua atuação mais visceral. Agora o Jared Leto é digno de aplausos pelo seu papel incrível. RECOMENDO DEMAIS <3",1.0,0
521892,IM-PER-DÍ-VEL!!!!,1.0,0
732347,"É um filme que pela trama que você vê de início, logo pensa ""esse filme não vai durar nem 40 min) Gravidade é um filme diferente, com uma história que você pensa de tudo, porém te surpreende no final. Mas também não é um filme que vai marcar para sempre. Tem algumas falhas como os clichês e o excesso de 'problemas"" que uma pessoa pode ter, onde só acontece em um filme. Do lado bom, os efeitos sonoros e o clima que o Afonson criou são excelentes. Você se sente dentro do espaço em uma nave, só vendo o que acontece. Não sou fã da Sandra, mas se ela fosse menos cara de ""dramatica"" poderia ter conquistado o público, mas convenhamos que ela se esforçou e não é um filme que você se grava no chão. Cenas de ação boas e bons efeitos especiais.",0.0,0
1503841,"Só podia ser da Netiflix! Que filme viajado! Forçado demais, muito sem noção.",0.0,0
398222,"Primeiro filme que assisto que se passa pelo monitor de um pc. Adorei como souberam desenvolver a história de uma forma dinâmica e que prende a atenção do telespectador. O plot twist até que foi bem surpreendente, pra mim. Assisti dia 16/02/19",1.0,0
677644,O filme é tão sem pé nem cabeça que nem tenho opinião sobre ele.Nem o elenco conseguiu salvar essa versão de Psicose (piadinha).,0.0,1
1290069,"Nossa, ja foi lançado há 10 anos????pqp",1.0,1
1342484,"Amei tanto! É tão engraçado, tão doce e os personagens são tão cativantes, a Isla Fisher tá uma fofa e o Hugh Dancy, um charme. Daqueles filmes deliciosos, pra se ver várias vezes! Além disso, a trilha sonora é amor e eu ri muito! Adorei mesmo (:",1.0,1
318071,Adooreei! Muito Bom! O filme é meio longo mas passsa rapidinho!,1.0,1
1265866,AMOO Super Cine Nostalgia Kristen&Jodie*---*,1.0,1
408835,"Filmaço, muito foda!! O primeiro filme da Marvel com uma heroína começou muito bem!!! Uma trilha sonora fantástica, bem década de 90. Fury ainda com dois olhos e aparência de novinho. Muita ação, um pouco de comédia na medida certa e claro a aparição de Stan Lee que foi fofa!!! E outras coisas sobre ele que foram bem legais, não darei spoiler aqui. o trailer é bem fraco, o filme é muito melhor. Louca para Os Vingadores Ultimato!!!!",1.0,1
1769626,"Fiz cadastro no filmow ja faz um tempo mas só agora eu comecei a usar de verdade... Acho que é tédio mesmo, porque é preferível não ler tanto comentário estúpido de gente que vem aqui dizer que todo filme bom é superestimado D=",1.0,0
