original_index,review_text,polarity
286164,"Gente, primeiramente eu não dava nada pro filme, mas agora que assisti... Incrível! As cenas belíssimas, os lugares, tudo apaixonante. Confesso que chorei e quero um Richard Parker pra mim.",1.0
1714573,"Clássico da adolescência. E a história é muito bonita, sim.",1.0
1573431,"ótimo pra assistir num domingo, de boas ;]",1.0
1684918,Impossível não gostar. Woody o meu preferido.,1.0
773316,Kung Fu é a melhor personagem de todos os tempos.,1.0
1791813,"Decepção. O excesso de personagens - principalmente na equipe 'do bem' - prejudicou demais o roteiro, mesmo com 2 horas e meia de projeção. Perderam ótimas chances de desenvolver rachas e conflitos internos entre os personagens (sobretudo pelo fato de Ultron ter partido de uma ideia do Tony Stark), além do próprio vilão ser muito mal desenvolvido e aproveitado. Aliás, 9 em cada 10 filmes da Marvel padecem desse problema de ter antagonistas rasos, que só servem de saco de pancadas dos principais heróis da trupe.",0.0
853291,"Johanna Mason, VC ARRASO CADA CENA ERA UM FLASH ♥",1.0
1745020,"Nesta Terça(25/02) as 23h no Cine Espetacular, no SBT",1.0
12980,Claustrofóbico e muito bom!,1.0
1237530,"direção maravilhosa mesmo, mas sofre de um cristomorfismo panfletário dos bravos, passa até uma ilusão de ''discussão de sincretismo'",0.0
1664309,Chato demais!,0.0
890906,"Faz um bom tempo que um trailer não me ganhava como foi o caso de Kong – Na Ilha da Caveira, mesmo com Logan em cartaz, acabou sendo a minha escolha para o fim de semana (evidentemente que o fator “família” contribuiu um pouco), mas enfim, o filme atendeu todas as expectativas e foi muito mais além, pois eu não imaginava que iria favoritá-lo. O ator que fez o Lóki era um cara que pra mim nem cheirava e nem fedia, aqui pelo menos não fedeu, embora eu pensava que o protagonismo dele fosse mais destacado, quando na verdade foi um protagonismo discreto, dividindo bem a função com a Brie Larson e com o John C. Reilly. E por falar em elenco, gostei bastante, cheio de caras conhecidas mas com poucos que pareciam ter potencial pra levar uma grande produção atualmente nas costas, mas que deu conta como conjunto. Além dos já citados temos Samuel L. Jackson, John Goodman, John Ortiz e a bela Jing Tian (garantindo o “favorito” do chapa JC Menezes também). Achei infinitamente superior ao filme dirigido por Peter Jackson, e se o filme do Godzilla for nessa pegada, se preparem para finalmente ter um filme do Godzilla ocidental digno e imune de piadas do pessoal da terra do sol nascente.",1.0
489698,pode entrar tranquilamente nas listas de “guilty pleasures”. Tem uma história bonita sobre ser quem se é e não estereotipada (apesar do high school americano). Rende boa emoção no final ❤️,1.0
500846,Perfeito *-* o dragão parece até um Pokémon!,1.0
1386033,Clássico! E como eu tinha medo do Pânico!!! Inesquecível!!!,1.0
127455,"Gente dei 2 estrelas só pela fotografia do filme pq detestei o resto.Prefiro mil vezes o remake, muito melhor e mais elaborado em vários sentidos, mas foi legal ver o original.",0.0
111165,"Excelente! reúne grande personagens da literatura do século XIX, tais como: Mina Harker (DRÁCULA), Dr. Jekyll (O MÉDICO E O MONSTRO) e Dorian Gray (O RETRATO DE DORIAN GRAY) pro filme ficar perfeito seria interessante você ler esses livros antes de assistir, melhora e muuuito a qualidade do filme. Recomendo o filme e os livros =D",1.0
1670043,Eu sei as falas desse filme de cor.,1.0
771644,"Minha história favorita, o filme é sensacional. Quebra totalmente a sequência, o Cuáron mandou mto bem.",1.0
1468355,"Não sei por quê senti tanto esse filme e nem como entendi tão bem os personagens a ponto de defendê-los em suas atuações. Proposta Indecente, ao meu ver, é sim um filme intenso e que alcançou seu objetivo.  Diana não teria cedido às tentativas de John, se o David, ao contrário de transtornado com suas paranóias e medos, tivesse confiado nela e seguido com o combinado de não falar sobre o ocorrido. Dessa forma (assim como a própria personagem conta) eles não teriam passado tanto tempo separados e sem perspectiva alguma no relacionamento, fato sustentado muito mais pelo lado do David. Achei de uma sensibilidade incrível! Atuações expressivas e um conjunto que marcou um filme que resiste ao tempo.",1.0
577686,"Ao melhor estilo Tarantino, com suas histórias longas, mas que parecem curtas, que passa por dezenas de cenários, personagens e histórias em apenas 2h45 de filme. Melhor papel de Foxx.",1.0
1105866,"Eu tinha esse filme guardado no meu pc fazia uns 3 anos. putz, só agora que venho assistir essa obra prima.",1.0
1174001,"O VILÃO MERECIA UMA INTERPRETAÇÃO MAIS FIEL, AO ESTILO BANE OU CORINGA",1.0
911218,Primeira animação da DC que me decepcionou. Bem fraquinho.,0.0
1428396,"é bom como todo os outros.. só q senti falta do will, elizabeth!! =\e eu n gostei mt do papel lá da penélope cruz",1.0
1385941,Você Gosta de Jogos??,1.0
1720653,"Muito bom, uma trama que te envolve e você quer saber mais. Achei que o problema do acidente poderia ter sido tão facil, o cara tava sem cinto e com o celular e ainda tem o bônus do cervo, além do protagonista ser rico o que provavelmente não sofreria nada. O plot twist do final foi bem previsivel porem muito bom. Achei a advogada muito parecida com a mãe assim que eu vi.",1.0
1514445,Uma semana deprimida depois de assistir.,1.0
1396708,"Esse filme é bom assistir com a pessoa que vc ama e dar valor na pessoa que esta do seu lado, só o final do filme ficou a desejar para um filme emocionante.",1.0
373339,Trilha sensacional. Tenso do início ao fim. Muito bom!,1.0
1203155,Perfeito <3 Amei ! *---* O final é melhor que o final do livro !,1.0
1070142,"O volume 2 mais que justificou aquele volume 1 insosso.Os diálogos foram muito melhores e as comparações que o Seligman faz com a estória da Joe foram bem mais ricas. Alguém aí lembrou de O Anticristo numa cena específica?Lars von Trier foi feliz com esta produção, apesar dos vários problemas notáveis nessas quase 4 horas.",1.0
980421,"Primor de filme. Muito leve, sem deixar de lado a profundidade. Elio é um personagem apaixonante.",1.0
1495424,A cena dos Malkovich's foi assustadora e muito engraçada. ótimo filme.!,1.0
448000,"Forte, Impactante,Real e Excelente.",1.0
1524163,"Se tivesse parado nesse, seria ótimo.",1.0
1369035,Não tem como não ver.,1.0
1288327,"Na primeira hora de filme pensei em desistir, não me prendeu tanto a atenção. Depois, a história se desenvolveu de tal maneira que tive uma ansiedade enorme para descobrir o desfecho. E valeu tudo a pena! Parece que li um livro. Tudo muito bem feito com um final de surpreender. Amor, justiça, vingança, paixão. Que filme!",1.0
716889,"97 foi um bom ano para as ficções, ano de Gattaca e Contato, dois grandes filmes que usam uma ciência verossímil para falar de assuntos sociais e filosóficos, bem como da capacidade do ser humano de sonhar e realizar grandes feitos.",1.0
1360220,"Foi difícil para eu assistir, por não ser muito fã de musicais, mas aos poucos fui me acostumando, Eponine despertou minhas lágrimas, assim como a Fantine, e o Jean, entre tantos outros, principalmente o garotinho.",1.0
869576,Muito legal. Os diálogos de Juno são tão astutos que você se pergunta se ela realmente têm 16 anos de idade.,1.0
1350895,Acho que foi uma das continuações da Pixar que realmente valeu a espera! (Ao contrário de Procurando Dory e Carros 2 que foram BEM nhé). Achei o roteiro super bem amarradinho com o primeiro filme e o visual da animação é linda. Amei <3,1.0
624718,"Filme perfeito!! O Jogo de câmeras é sensacional. A única coisa que não compreendi foi o título do filme, alguém ajuda?",1.0
1489388,"Um ótimo filme, e que conseguiu até levar a música indiana ao Top 10 da Billboard na época.. Jai Ho virou uma febre mundial!",1.0
1486340,Filmaço! Melhor do que assistir aula de probabilidade!,1.0
97903,"Algumas frases: ""Eles nos tornaram muito inteligentes, muito rápidos e muito abundantes. Estamos sofrendo por seus erros, porque quando chega o fim, a única coisa que nos resta é nós. É por isso que eles nos odeiam "".  ""- Por que isso está acontecendo? - A história se repete. É o ritual do sangue e da eletricidade. Quando a oportunidade se apresenta, eles nos destroem um por um, reduzindo nossas fileiras para manter a superioridade numérica.""",1.0
703395,"Bem feito, legalzinho. Mas um pouco melodramático demais, e eu não vi essa coca cola toda que todo mundo fala não. Os antigos desenhos da Disney eram bem mais encantadores e espetaculares.",0.0
58868,Simplesmente fantástico por completo!,1.0
124963,"É um famoso clássico que fez muito sucesso na época e gerou polêmica. Histórias de muita gente que vomitou no cinema. Revi hoje, senti um certo nojo em algumas cenas, mas é bem datado. Em termos de nojento, os filmes hoje são bem piores. Mas o filme é legal por ser um clássico como disse.",0.0
349066,"a primeira 1 hora é de uma chatice sem igual quase dormir, e a porrada foi muito rápida",0.0
1062423,"-- Trilha sonora IMPECÁVEL.-- O melhor remake dessa história até então.-- Direção intimista e conduz a história no tempo certo.-- Roteiro muito lindo, sensível e que acerta na construção de ambos os personagens e consegue equilibrar o desenvolvimento do drama com as aparições musicais. (Jack é humano e ciente de tudo, e justamente por isso dá pra entender o motivo de ela se apaixonar por ele -- ela e pelo menos 80% do cinema no dia em que assisti -- e isso não acontece na versão com a Barbra Streisand, lá o personagem é apenas um chato que arruina a vida de todo mundo e nem liga pra isso).-- Bradley consegue demonstrar o quanto evoluiu aqui.-- Lady Gaga é Ally, e não ela mesma. Trejeitos, expressões, caracterização, tudo. Ela literalmente entrou no personagem. E foi arriscado já que ela é cantora. Corria o risco de interpretar a ela mesma. Mas não foi isso que aconteceu.-- Dá pra ver a paixão de ambos pelo projeto e o carinho com que ele foi feito.-- OSCAR, por favor. PRA AMBOS.",1.0
1523092,"Cara, sem palavras ,é uma das melhores animaçoes que eu já vi entre outras...os valores..as mensagens desse filme não servem só para as crianças,mas para os adultos tbm..super recomendo !!!!",1.0
594115,"Efeitos especiais excelentes e trilha sonora boa (com direito a Pink Floyd nos minutos iniciais). Porém achei o final extremamente corrido. A solução que eles deram para um problema catastrófico ao qual o filme desenvolveu foi muito simploria. Eu realmente achei que se desenvolveria um novo plot com um clímax a altura do que o filme mereceu, mas parece que acabou faltando algo. Não é tanto demérito, já que o filme no geral é interessante, divertido e engraçado.",1.0
1609367,"A narrativa do filme é muito boa. O roteiro merece ser premiado (se já não foi). As atuações são simples mas bem eficientes (com destaque para Mark Ruffalo e Michael Keaton). O desfecho do filme é perfeito, eu particularmente adoro quando um filme ""sabe acabar"" sem arrastar a história.  Eu senti  falta de uma posição da Igreja perante a reportagem, porém eu compreendo que o foco narrativo foi o jornalismo e tal.",1.0
558912,"Porra foi mto foda ver vários dos vilões dos videogames reunidos em terapia de grupo kkkk. Reconheci todos :)Mas só vi o trailer, quero ver o filme! Animação é comigo mesmo",1.0
608161,Um clássico.,1.0
868450,"Tirando os efeitos especiais datados, é um filme bastante legal.",1.0
312075,Filme extremamente foda! Quanta criticidade.,1.0
1680838,Não tão bom quando o primeiro e não tão ruim quanto o terceiro.,0.0
850619,"ESSA É PARA OS FÃS A cantora  neozelandesa  LORDE ficará responsável pela trilha sonora de ‘Jogos Vorazes: A Esperança – Parte 1‘.“Lorde e eu conversamos no set de A Esperança e fiquei surpreso com como ela imediatamente entendeu o que nós e todos os fãs da franquia queríamos. Seu talento e sua paixão pela música captam exatamente a essência do filme”, afirmou o diretor Frances Lawrence. Tipo assim além de com certeza ser o melhor filme de 2014  vai ter uma das melhores trilha sonoras possíveis por que a Lorde vai fazê-la e é por isso que eu amo Jogos Vorazes sempre nos surpreendendo. http://cinepop.virgula.uol.com.br/lord-ficara-responsavel-pela-trilha-sonora-de-jogos-vorazes-a-esperanca-76794",1.0
421955,"Um filme que te deixa sensível acerca da condição do sistema carcerário brasileiro. E que existem dois lados da moeda, mostrando que aqueles que são vistos como ""heróis"" são donos de uma crueldade muito maior. Enfim, é um soco no estômago, pena que demorei muito para assistir. p.s. Drauzio Varella é um homem mais do que admirável.",1.0
1635080,"Cumpre o propósito, dá pra dar umas risadas. O filme é bom!",1.0
1115683,"legalzinho, apenasa personagem da laura conseguiu se destacar bem mais que o personagem do noah",0.0
367169,"A ideia é ótima , mas não gostei não. Fazer o quê.",0.0
1005213,Uma das melhores animações!,1.0
1770878,Que filme chato.,0.0
639832,"a voz Luciano Hulk nãotinha nada a ver com o papel, tirando isso, ótimo!",1.0
477271,"""O amor é um acidente que espera para acontecer...""",1.0
578034,filme excelente!,1.0
1294700,"pega um momento histórico de caos, e explora toda a insegurança e o vazio que é inerente ao ser humano. tudo isso, com uma atmosfera criada capaz de angustiar o espectador e tentar colocá-lo nos personagens",1.0
411639,Melhor filme da Marvel até hoje.E fim de papo!,1.0
1321101,chocou,1.0
76854,Dá uma angustia de final do mundo como poucos filmes. Muito bom.,1.0
1023989,A origem do tempo ´transgênero´ nem estava na moda e esse filme conseguiu falar de tudo de uma maneira direta. Vale muito a pena ver.,1.0
1630761,"Um filme que ilustra muito bem o que se passa na mente de uma pessoa com conflitos internos. Mostrar o mundo surreal foi como ver a imaginação de Baby Doll e Sweet Pea, e de como elas criaram um mundo para o qual elas poderiam fazer o que quisessem e ter poderes mágicos. Gostei mais quando assisti pela segunda vez. Um prato cheio pra quem gosta de conteúdo psicológico, e que trata da lobotomia, que até hoje e polemica pra psiquiatria. Bom filme!",1.0
1449329,"Apesar dos personagens não se parecerem fisicamente com o que eu imaginava enquanto lia o livro, com exceção do Kevin, eu amei! O livro também é muito bom, quem quiser ler eu recomento também.",1.0
1416125,"Simplesmente WTF?!Fiquei impactado com as críticas abordadas por esse filme, o que fez refletir sobre vários aspectos.Esse filme é genial e se mostra a frente do seu tempo. Impossível não lembrar de Cidade dos sonhos do David Lynch e Cisne Negro do Aronofsky, que são maravilhosos também.Um trabalho primoroso do Satoshi Kon!",1.0
692455,"Lindo, lindo, lindo :')",1.0
221602,"Estilo mudou do suspense do primeiro pra um pouco mais de ação nesse segundo, bem no estilo survival. Muita coisa que não lembrava de quando tinha visto quando garoto.",1.0
1714431,"Filme lindo demais! Os planos de Deus são vedados ao entendimento humano, mas ELE sempre tem um propósito na vida de cada um!Outro filme que choro compulsivamente!",1.0
1282177,"Eu dei play aqui já era 3am, quase pegando no sono, mas da metade pro final fiquei totalmente acordado. Que filme. Não dá medo algum, mas é bem divertido. O roteiro é muito bom e inusitado, não lembro de ter visto nada assim antes. Têm um monte de referências aos clássicos do terror, principalmente Evil Dead (meu favorito do gênero). Recomendo aí pra quem tiver afim de ver um filme bem diferente, que os únicos clichês foram colocados de propósito. Totalmente excelente.",1.0
1815421,Se o seu coração não disparar no final você tem algum problema. Vontade de rever mil vezes e ainda baixar o áudio do solo final,1.0
949830,Realmente belo. Monicca Bellucci deusa.,1.0
1321401,Que porra de filme bom da porra é esse? O maior plot twist que eu já vi...Demorei uns dez minutos xingando...Que vilão da porra!!! Que filmão da porra!!!Vejam!!!,1.0
1142075,"Gostaria de gostar mais, não sei, não consigo me apaixonar",0.0
899507,Umas das melhores trilogias que já vi encerrada de forma digna e emocionante.,1.0
160094,AMO! INSPIRADOR !!!!,1.0
1081296,"Jake Gyllenhall está irreconhecível no de Lou Bloom um verdadeiro abutre, o filme faz o belo trabalho ao abordar sobre a ética moral jornalistica,sobre um ponto de vista de um sociopata, que não tem empatia pelas pessoas, Jake destrói na atuação do filme, Dan Gilroy estreia bem atrás das câmeras, tem umas cenas de perseguição bem legal, a conclusão do filme podia ser um pouco melhor, mais ainda sim o filme é instigante é diferente, certeza uns melhores filmes desse ano.",1.0
110143,"Esplêndido!Jogo de câmeras e fotografia belíssimas.Quanto à história, a personagem realmente decide superar os fatos ocorridos da maneira mais incomum e talvez a mais difícil.",1.0
784401,realmente é o melhor dos três :D,1.0
676918,"Filmão. Drama familiar leve, divertido e tocante. Pode ser extremamente didático para certas crianças.",1.0
1425132,Usuário temporariamente bloqueado por infringir os termos de uso do Filmow.,1.0
561140,"Gosto muitão!! Há todos elementos que as animações da Disney não cansam de nos mostrar, mas é tudo muito bem elaborado e bem feito. Recomendo!",1.0
24608,Só veio uma coisa a minha cabeça ao ver o filme: se não houvesse fins não haveria recomeços.,1.0
1679394,WATCHING EVERY MOTION IN MY FOOLISH LOVER'S GAME,0.0
84240,"Legal, mas como filmes com estórias de amor não fazem muito meu gênero eu gostaria que se concentrasse mais no núcleo da espionagem. Mas uma coisa, porque diabos o cara parte para a perseguição  frenética à criatura sozinho?",0.0
1243109,"Filme que melhor retrata o horror provocado pelo nazismo sofrido pelos poloneses. Como o ser humano pode ser tão cruel quando se acha superior? Filme muito triste, porém necessário para que os homens reflitam e não voltem a cometer mais tais atrocidades.",1.0
731717,"Meu unico comentário é: se esse filme não for indicado a pelo menos três Oscar, eu começo a desconsiderar a cerimônia de premiação. Eu o indicaria para quatro: Melhor Diretor, Melhor Atriz, Melhor Ator Coadjuvante e Melhor Fotografia",1.0
1764882,triste e bonito =),1.0
1005562,"o filme que mais me fez chorar na vida! pra mim, e pra muita gente, achoque é uma visão perfeita de felicidade",1.0
756819,meu preferido da saga,1.0
453787,"É aquele filme que você tem vontade de mandar a pessoa assistir quando ouve ou lê ""eu não preciso de feminismo"". Ele tem uma temática pesada pra alguns, mas uma mensagem muito bonita, e a Deniz conseguiu abordar esse assunto com tamanha sensibilidade, fiquei querendo conhecer mais trabalhos dela.E a cena final, me emocionei demais...Só eu achei a Ilayda Akdogan (Sonay) uma mistura de Emily Browning e María Valverde? haha Fiquei viajando em como os trejeitos são parecidos, talvez por alguns papeis que elas interpretaram no cinema.",1.0
416052,Literalmente o primeiro Vingador!,1.0
1038834,Uma pena o Mahershala Ali só ter aparecido no primeiro ato.,1.0
1319446,"Gostei, achei bonito e me emocionei em alguns momentos.  Mas vi tantos comentários ""endeusando"" esse filme, pessoas falando que virariam vegetarianas depois de ver o filme e tal.... p mim não foi tããããooo assim",1.0
343718,"O melhor filme baseado em quadrinhos. Inteligente, realista e tecnicamente impecável.De bônus, uma atuação memorável do Heath Ledger com seu insano e anarquista Coringa.",1.0
1434897,"O segundo melhor da franquia, só perde para o primeiro filme de 68.",1.0
920306,Ai meus feels. </3,1.0
1196492,Adoro. Adoro mesmo.,1.0
823045,Lindo e muito engraçado. Mostra duas coisas muito importantes na vida a amizade e o dinheiro. Tão necessários para nossa sobrevivência física e emocional.,1.0
563582,"o filme todo é chocante, até mesmo pra quem já tem uma noção da guerra civil que ocorreu (e ainda ocorre) na áfrica. mostrando toda a desigualdade brutal e a violência que dominam o continente, surge o questionamento, de como nós conseguimos fazer isso com outro ser humano, por simples ganância e interesses econômicos. a cena final é perfeita. quando o archer tem aquele momento de epifania e percebe que ele, realmente, nunca vai conseguir deixar a áfrica. mesmo sendo também um mercenário, naquele momento ele se deixa levar pelo acaso e sabe que a coisa certa a fazer é entregar o diamante a quem realmente o merece, contrariando o único princípio moral que vale naquele lugar: TIA..this is africa.",1.0
502798,Filme bom mas poderia ter sido melhor manteve o nível dos filmes desse ano.,1.0
811629,Muito bom! Fotografia linda e personagens interessantes <3,1.0
203586,Musicas do beatles + bono vox + luta contra a guerra do vietnã = meus favoritos!,1.0
117070,"Aquele filme que já está na internet há muito tempo, mas você quer guardar sua curiosidade para matá-la somente no cinema.",1.0
1194021,"Já muito conhecido pelos mais jovens e pelos mais assíduos à series e filmes de ficção científica (Sherlock, Star Trek etc), Benedict Cumberbatch se apresenta agora a todos os públicos de maneira a chamar atenção, e não decepciona. O roteiro do filme é muito bem construído, consegue dar início à história de Turing sem pressa e no tempo certo. Além disso, consegue tratar de temas importantes e minorias como a posição da mulher nos anos 40 e homossexualidade sem se perder nem criar histórias desnecessárias ou dar pontos sem nó, o que é muito difícil. O filme tem foco, dinâmica e é bem apresentado. Não traz nenhuma inovação quando se trata de biografias cinematográficas, mas faz bom uso com o que já é de praxe. Uma ótima experiência E BENDICT CUMBERBATCH CARAMBA!!!",1.0
587175,"o filme cumpre com maestria a função de expor a dualidade bem-mal unicamente como ponto de vista. repudiei do início ao fim os atos praticados pelos habitantes de Dogville mas senti um alívio imenso em assistir a ""vingança"" da Grace. e aí? como fica aquela história de repudiar os atos cruéis contra a Grace se agora eu tô apoiando a prática de atos igualmente (ou mais) cruéis unicamente pelo fato de serem praticados pelo indivíduo que ""sofre""?. enfim. pra quem ainda vai assistir o filme, desejo que o tapa na cara doa bastante assim como doeu pra mim. valeu a pena cada minuto.",1.0
330487,"Muito cansativo e arrastado.Em compensação, muito criativo, história excelente e atuações excelentes.",1.0
1679917,Robert De Niro fantástico! a atuação dele é sem comentários!,1.0
786085,Quem mais foi trollado pelo Capitão América?,1.0
1704338,Do caralho!,1.0
482432,me destruiu!,1.0
1034959,"Dolan sempre se preocupou especialmente com duas coisas ao fazer seus trabalhos: estética e interpretação. E em ""Mommy"" é possível notar como os dois estão interligados. Optar pelo formato 1:1 para destacar melhor as atuações (bastante competentes, diga-se de passagem, principalmente da dupla Dorval e Clément) foi uma escolha brilhante e bastante ousada. Leva-se um tempo pra se acostumar a uma tela tão apertada, mas, depois que isso acontece, o expectador passa a achar qualquer outro formato grande demais. É preciso bastante maturidade como diretor para passar tal sentimento a quem assiste um filme.",1.0
471825,foda,1.0
1471651,Já é psicótico desde a abertura com a música de Bernard Hermann. Pelo amor de Deus: quem foi o médico irresponsável que deu alta ao Bates????,1.0
81908,"Milhares de sonhadores com sangue aventureiro se identificam aqui. A pesar do sangue nem sempre conseguimos executar os planos, mas nem por isso abraçaremos a frustração.",1.0
933660,amodóvar... como me cativa,1.0
887315,"ÓTIMO, EXCELENTE, MARAVILHOSO SEM FRESCURAS...",1.0
1043793,Não acredito que demorei tanto pra ver esse filme,1.0
776311,"Nem sei o que escrever, tô mijada até agora. sangue de Jesus tem poder! que filme! e Toni colette é maravilhosa.",1.0
1768608,"(risos) Aelton, eu te amo! (KKKK) Não conheço o original que nem tu, mas... Nunca entendi por que meus amigos se deixam seduzir por este filme falacioso, anti-anárquico e anti-anarquista, em que a ambição pela suposta liberdade está atrelada a uma máscara de mártir na cara...  E quando tacam Cat Power e Antony and the Johnsons em partes providenciais da trilha sonora, eu só penso: meu Deus, será o que o problema está comigo?!  Financia logo este terrorismo, Aelton!  WPC>",0.0
958693,"""Ele era tão durão e romântico quanto a cidade que ele amava.Por trás daqueles seus óculos de aros escuros,se recolhia a  força sexual de um gato selvagem...Nova York era sua cidade.E seria sempre."" Uma das mais belas e cômicas introduções de filmes que eu já vi.Um filme muito delicioso de se assistir,como uma linda trilha sonora e uma grande discussão de relacionamento a 5.E uma linda homenagem a cidade de Manhattan.",1.0
807236,"Melhor representação da fragmentação, condensação e poética do mundo dos sonhos que eu já vi em um filme. Só por isso já valeria a pena, mas o filme é bom em todos os aspectos.",1.0
397079,"senti uma sindrome de estocolmo na menina la, que por sinal é linda d+++",1.0
1742136,Muito bom! 5/5,1.0
205586,Fascinante! Muito bonito de ver.Final inesperado! Trilha sonora mágica!,1.0
1555072,"Acho que fui assistir o filme com muita expectativa e acabei me decepcionando.  A idéia é ótima, mas se perdeu no trajeto. Não acho que o Eddie fez bom uso do poder da droga, acabou sendo descarado demais o que tava acontecendo. Podia ter focado mais nisso, em ele ter usado os benefícios de forma mais abrangente. Bradley Cooper se saiu bem, gostei da atuação, mas de resto... não acrescentou nada.",0.0
546125,"Achei mais engraçado que o primeiro,e com cenas de ação infinitamente superiores,só que perdeu o fator surpresa do primeiro(obvio)e também achei menos orgânico.O primeiro passa aquela impressão que foi um projeto pessoal,que foi necessário bastante luta para traze-lo as telas,diferente deste filme. Com certeza,a personagem da Domino foi uma excelente adição,tendo um poder muito criativo e um timing muito legal.Queria ter visto mais o Cable junto com a equipe,foram poucas as cenas em que eles ficaram juntos,só no ato final.E o que dizer das cenas pós-créditos que são maravilhosas e muito engraçadas.Principalmente,a do Lanterna verde",1.0
467641,Filme perturbador.,1.0
815242,foda,1.0
504017,Sensacionaaall,1.0
975310,"phoda, vai matar a pauladas violenta, a regra dos 15",1.0
1792895,"Bom filme, nada de surpreendente comparado ao primeiro, mas cumpre seu papel com muita ação e uma dose de sarcasmo.",1.0
1565197,Completamente emocionante!,1.0
42262,"Não foi clichê, merece 2 estrelas.",0.0
1522511,Quando assistir era inocente e não vi tudo isso que o povo está dizendo ai embaixo. Vi um filme fantástico que me marcou para sempre. Fera d+++ vou assistir o remake e ver se vejo isso que o pessoal que escreve estas resenha vêem.,1.0
255949,Muito fraquinho...,0.0
1652208,"Já era ovo-lacto-vegertariana qnd assisti ao filme, e msm assim achei o filme impactante (:",1.0
807941,Muito complexo! Tem que assistir com muita paciência e mesmo assim não dá pra entender totalmente o final já que Teddy é levado para a ilha. Leonardo interpreta (como sempre) o personagem a flor da pele. Elenco totalmente incrível! Palmas!,1.0
889000,"Sem Duvida, a Melhor Surpresa do Ano até agora !",1.0
1752155,"Transfere a angustia sentida pela protagonista ao telespectador, é forte e extremamente verdadeiro. É simplesmente incrível acompanhar esta mulher que é realmente forte e fantástica.",1.0
1443613,"caralho, que filme lindo.",1.0
195442,"Inspirador! Um filme cheio de sensibilidade e suavidade. O Filme flui naturalmente, especialmente quando você acompanha o avanço de Walter Mitty com Cheryl, e quando começa a enfrentar suas adversidades abandonando seus medos e afins. Um filme que narra a vida de alguém que pára de sonhar pra correr atrás do sonho e melhor, vivê-lo. Um filme que faz refletir que a vida pode ser melhor, ela deve ser vivida e não sobrevivida. A fotografia e a trilha sonora são excepcionais, únicas, tocantes e muito bonitas.  ""As coisas belas não clamam por atenção"" _Sean O'Connell",1.0
1060587,Essa sou eu com muita inveja de vocês que já assistiram. [3],1.0
981147,Uma graça de filme!,1.0
1232270,Vc tira o final e sobra duas horas de lixo.,0.0
130511,"pohãn! eu nem queria ver, e faz uma ótima crítica social! curti!",1.0
945970,Tem algo de kafkaniano no filme.,1.0
301241,"Tenho que procurar ser comedido para não passar uma ideia de parcialidade, ou parecer ter me deixado levar pela emoção, pura e simplesmente. As Pontes de Madison é algo que ultrapassa todas as emoções possíveis para um filme, claro que não um filme qualquer, é um filme do mestre Clint Eastwood. São 135 minutos de pura beleza em uma explosão de sentimentos incontroláveis.",1.0
209461,otimo,1.0
371197,que imagem linda. E quantas atrizes lindas.,1.0
1152254,aaaaaaaaaadorei! PQP!,1.0
1626705,"Não achei tão bom como o anterior, faltou algo da magia dos filmes do Star Wars, espero que no proximo sinta essa magia que sentia nos outros filmes.",1.0
589228,"pra gostar desse filme, primeiro tem que entende-lo. porque o que tem por trás é muito mais do que um garoto perturbado, ótimo filme. Cinco Estrelas!",1.0
1602558,"Oh Captain, my Captain...Carpe Diem. Seize the day boys, make your lifes extraordinary!",1.0
1498066,"Comecei a assistir sem esperar muito, achando que era apenas mais uma comédia romântica água com açúcar. E como me enganei! E me encantei. O filme é de uma doçura e leveza que abraçam o espectador. Até o quê fantasioso do enredo tem uma veia de realidade, tratado com uma sutileza apaixonante. Em tempo: só a trilha sonora (e a Rachel McAdams) já valeria(m) o ingresso, mas o filme ainda vai além do lugar-comum. Uma adorável surpresa.",1.0
1022682,"O filme è engraçado, porém tem seus momentos de deslizes, como a morte de um jovem no acidente de carro, totalmente desnecessário, puramente apelativo, mas em nada que tire o prazer de assistir ao filme. Que venha o segundo.",1.0
1236086,"Cara, que filme! Que roteiro do caralho!",1.0
967996,"A pior experiência cinematográfica da minha vida. Nunca senti tanto nojo, angústia, desprezo, horror e vários outros sentimentos ruins e negativos assistindo esse filme. Isso me leva a uma dúvida cruel, como devo avaliá-lo? Por quais aspectos? Direção, atuação, roteiro e todo esse blá blá e conjunto enfadonho de tecnicismos cinematográficos do qual não entendo bulhufas peritamente? ou avalio que esse foi o pior filme que já assisti, até o momento? Bom, definitivamente não sou amantede filmes com finais pessimistas, com um terror psicológico que te causa diversos estados de incômodo e outros sentimentos negativos. Entretanto, a estória me surpreendeu. É um filme de terror violento com roteiro original, com ""PUTAS"" atuações. Um grande ponto positivo são as atrizes e suas atuações excelentes. A violência, a brutalidade e o gore desprezível tem um fundamento, não é uma violência explícita fajuta. É o tipo de filme que você assiste e fica um tempão com ele na cabeça. É perturbador demais saber que tem uma sociedade secreta capaz de fazer as maiores atrocidades pra benefício próprio. Se engana quem assiste esperando um filme de terror comum com coisas sobrenaturais, jump scare ou qualquer outro clichê do gênero, aqui é retratado a maldade humana, o quanto a mente humana pode ser perversa, Martyrs te mostra como pessoas aparentemente inofensivas podem carregar consigo uma natureza doentia.",0.0
