original_index,review_text,polarity,predicted,predicted_label
563013,inigualavel!,1.0,1,positivo
1001955,"Melhor ainda é o final do discuro da Hilary ao ganhar o Oscar: And last, but certainly not least, I want to thank Brandon Teena for being such an inspiration to us all. His legacy lives on through our movie to remind us to always be ourselves, to follow our hearts, to not conform. I pray for the day when we not only accept our differences, but we actually celebrate our diversity. Thank you very much.",1.0,1,positivo
1259178,começar a usar granadas no meu vestuário. pode ser útil,1.0,0,negativo
145435,"Passada com esse filme...Pessoalmente não consigo gostar de Portman e me incomoda ver Johansson quase sempre num papel com uma grande carga de erotismo, mas nesse filme, Portman não me incomodou, na verdade, eu gostei bastante da interpretação dela e Johansson pode se mostrar um pouco mais como atriz e não como mais um corpo bonito de Hollywood... Pra variar, fiquei na dúvida se era Chris Bale ou Eric Bana... um dia ainda aprendo a distingui-los! Mas o que determinou que eu não mudasse de canal, foi ver meu querido Jim Sturgess que nunca me decepciona!",1.0,1,positivo
309045,Revi e adorei novamente.É impossível não se apaixonar pelo Charlie (Logan Lerman).,1.0,1,positivo
1369286,"Ri o filme inteiro, sério, não parei",1.0,1,positivo
513150,toda festa a  fantasia  vou de  willian wallace ...com a  pintura azul de guerra ...nao tem uma  minas idiotas  que  perguntam se eu sou um avatar????,1.0,0,negativo
1620090,O melhor. <3,1.0,1,positivo
1389208,Sure bromance.,1.0,1,positivo
1309932,"é difícil um filme se manter tão perfeito numa trilogia inteira! por mim acabava nessa, espero que não estraguem a história com o quarto filme merecia concorrer a Oscar",1.0,1,positivo
514731,"cara, me pergunto se quem fala que o filme, independente de ser bom ou ruim, se parece com jogos de guerra, Call of Duty, etc, REALMENTE joga esses jogos ou só ta falando por causa do sucesso da franquia de jogos kkk. Talvez lembre Call of Duty 2, que tem algumas fases na campanha com tanques de guerra, até bem semelhante à uma sequência do filme, e só. Acho que ta meio que faltando argumento pra galera aí....",1.0,0,negativo
1167845,O MUNDO NAO PODE ACABAR!!!!!!!!!!!!!!!!,1.0,1,positivo
500031,Favoritado! Bom demais!,1.0,1,positivo
889347,manners maketh man,1.0,1,positivo
789334,"Pra mim Homem de Ferro continua sendo o melhor filme dos heróis que irão compor os Vingadores, que venha os Vingadores e Homem de Ferro 3.",1.0,1,positivo
194900,"adorei o filme, depois que termina deixa na gente aquele sensação de querer viver todos os seus sonhos.",1.0,1,positivo
1775387,Senti tanta raiva e inveja da Penelope Cruz... grrr gr gr grr gr,1.0,0,negativo
1614305,Um dos melhores filmes da Angelina ❤,1.0,1,positivo
970677,This movie its supercalifragilicexpialidocious.,1.0,1,positivo
1287205,Filme muito bom!,1.0,1,positivo
361743,"não dá para levar a sério as notas daqui principalmente no que se refere a filme nacional.  as pessoas escrevem até uma oração para o diretor, mas economizam nas estrelas.",1.0,0,negativo
703015,"Ótima animação. Mas sinceramente, pra mim, o destaque é o Olaf.",1.0,1,positivo
503230,história absurdamente bem dirigida. A direção fez toda a diferença. A história típica de intriga entre grandes corporações ganha interessantes proporções e o final previsível se torna um desfecho altamente satisfatório. Tony Gilroy arrasou!,1.0,1,positivo
1309280,"como e bom ver um classico infantil ser tao bem adaptado. tecnicamente o filme e lindo, tem uma mensagem pacifista universal, tanto ferdinando quanto a maioria dos coadjuvantes sao otimos. so nao dou 5 estrella pq tem uma cabra chata la que nao gostei.",1.0,1,positivo
1050724,"Greta é muito o amor da minha vida, todas as atrizes e personagens desse filme ganharam meu coraçãozinho <3",1.0,1,positivo
1314777,Que tapa no meio da nossa cara ocidental consumista,1.0,0,negativo
952140,"A cena de luta final, no castelo, poderia ter sido melhor. Fora isso, ameei o filme.",1.0,1,positivo
1791866,"Na minha opinião não acredito que este filme tenha superado o primeiro, mas foi bom. Teve um pouco mais de conversas para entender algumas coisas, porém senti que Ultron era um bonequinho quando deveria parecer um badass. O que ele fez? Foi derrotado tão facilmente... Esperava que fosse dar muito mais trabalho!No geral o filme é bom!",1.0,0,negativo
515707,Um ótimo tapa-na-cara em quem diz que animação é coisa de criança.,1.0,1,positivo
376890,"Cara, pq eu demorei tanto pra ver esse filme??Sacha Baron Cohen criou um personagens mto louco e o levou á situações ridículas, mas q no fim das contas escancara que o ridículo de verdade é a sociedade dita normal.No filme vemos o quanto a maioria dos americanos são preconceituosos e intolerantes com o q sai do padrão (como a cena onde o tiozinho do rodeio diz pro Borat q ele decia tirar o bigode, pois parece um árabe e as pessoas iam achar q ele tinha bombas no corpo e q se ele tirasse o bigode, ao menos se pareceria com um italiano).Ok, existe um certo absurdo proposital nas atitudes de Borat, mas é genial como o filme consegue ser uma comédia besteirol e ao msm tempo uma inteligentíssima comédia crítica.Vale mto a pena!",1.0,1,positivo
1500526,"puro, bonito, tocante.",1.0,1,positivo
45440,Lembra muito o caso da Escola Base.,1.0,0,negativo
591713,"28 dias, 6 horas, 42 minutos e 12 segundos",1.0,0,negativo
138752,"A trilha sonora é praticamente um personagem do filme, visto que a musica ouvida em diversas velocidades diferentes, é a mesma que ele estão ouvindo para medir o tempo em cada camada do sonho.",1.0,1,positivo
699983,"Nhw! ♥ Desnecessário dizer que é um grande remake. Tim Burton tirou a essência do curta e se superou na animação, com o enredo melhorado, personagens maravilhosos e o seu estilo pessoal que por si só já conquista vários pontos. Tbm adorei ver as referências aos clássicos! Uma grande homenagem ao cinema de ficção cientifica.  Fazia tempo que não me empolgava tanto com um filme do Tim Burton, considerando que achei Alice e Dark Shadows meio meh. Coisa mais linda Sparky de Frankenstein e Persephone como a noiva ♥♥",1.0,1,positivo
356483,"É um daqueles filmes que te leva a acreditar em uma coisa durante boa parte do tempo e ao chegar no final ele te surpreende. Muito bom como o roteiro foi conduzido. Will Smith tem uma atuação razoável, que consegue facilmente ser sobreposta pelas atuações excelentes de Hellen Mirren, Kate Winslet e Keira Knightley.",1.0,1,positivo
365858,Cada dia aprecio mais Iñárritu e Bardem.  Palmas!,1.0,1,positivo
670788,"Assisti pela Olivia Cooke, que eu já conhecia de Bates Motel, mas o filme inteiro me ganhou. Ou melhor, eu que ganhei um filme lindo desse. Foi direto para minha lista de favoritos. Recomendo para todas as pessoas do mundo! <3 [/spoiler]O título é realmente autoexplicativo. :/[spoiler]",1.0,1,positivo
457254,"Malditos italianos, sempre me fazem chorar.",1.0,0,negativo
1259786,"Peguei pra ver pensando que era um filme mais ou menos, superou muito minhas expectativas. excelente!",1.0,1,positivo
1141765,Melhor filme de ação que eu já vi. Impressionante em todos os sentidos!,1.0,1,positivo
283157,"Sensível, tocante e um espetáculo visual.Indicação ao Oscar de melhor filme, diretor e efeitos especiais.Porém, não acho que os ganhe.",1.0,1,positivo
1086937,Na minha opinião é uma das Melhores Comédias Românticas dessa década!,1.0,1,positivo
304823,"Filme lindo, trilha sonora demais. Feel Infinite",1.0,1,positivo
1615092,Só eu que achei ligeiramente parecido com Persona do Bergman?,1.0,0,negativo
1361769,"SEM dúvida é um bom filme do Tarantino mas já vi filmes melhores dele.A Jennifer Jason Leigh está muito bem,assim como o Samuel L. Jackson.O filme tem uma pegada bem psicológica e uma trama bem estruturada.Mas achei que alguns personagens mereciam um final bem melhor.Mas continua sendo um grande filme.",1.0,1,positivo
1354965,Clássico! Qualquer pessoa que vier a falar sobre os melhores filmes do gênero lembrará de citar Os Intocáveis. A cena do carrinho de bebê descendo as escadas é uma das mais marcantes da história do cinema.,1.0,1,positivo
740181,"Nossa, que filme gostoso de assistir! Pra mim esta empatado com Capitão America 2 como o melhor da Marvel até agora!!Muito engraçado, roteiro bem escrito, trilha sonora impecavel ( Nossa me arrepiei quando tocou Im Not In Love e quase chorei ao ouvir Ain’t No Mountain High Enough e I Want You Back, muito nostalgico!! além do que foi essa trilha escolhida a dedo que deu o tom do filme sem parecer forçado!), efeitos ótimos... sinceramente, não tenho do que reclamar ;nem da cena pós crédito, que na realidade pode ter sido só uma referencia oitentista da Marvel ( quem viveu os anos 80 provavelmente já assistiu ao filme desse personagem escroto mostrado na cena!) ou ele pode mesmo vir a fazer parte de algum filme o personagem é Howard, O Pato e que sim pertence à Marvel, mas que ao que parece, o seu filme dos anos 80 não terà ligação com esse universo cinematografico E que quimica entre Rocket e Groot! Foram meus personagem favoritos de longe, principalmente pelas piadas do Rocket - muito debochado e esquentadinho por sinal! - Já o Groot é um amor <3 !! O filme é o que mais traz referencias e easter eggs na então Fase 2 daMarvel e é sem duvidas uma aposta certeira ( um tiro no escuro !) que consegue agradar tanto os leitores de quadrinhos como os leigos!",1.0,1,positivo
726373,"Um dos melhores filmes de guerra e um dos melhores filmes de tribunal. Os planos, enquadramentos, diálogos e toda a história foram milimetricamente planejados. É um dos grandes clássicos do Kubrick e merece ser visto e revisto.",1.0,1,positivo
1485744,<3,1.0,1,positivo
1675320,Fabuloso!,1.0,1,positivo
665295,Realmente esse Filme marcou uma época!!! dos filmes para dormir de raiva.,0.0,0,negativo
1682931,"as gurias todas em lágrimas no cinema, sahioe",1.0,0,negativo
468894,Uma obra prima!,1.0,1,positivo
1524845,Muito lindo. Em cada detalhe.,1.0,1,positivo
1563388,"No começo do filme, Serpico quer estar na policia sem ser corrupto. Logo, nós e ele percebemos que isso é uma total contradição, e que a corrupção é institucional, não há separação entre policia e corrupção, e ele não pode ser um policial.",1.0,0,negativo
724987,Muito bom,1.0,1,positivo
1037679,"Essa é aquela tipo de obra que nunca envelhece. Ela desafia nossos preconceitos ao colocar um grupo de pessoas deformadas mostrando seus anseios e suas frustrações. Tem um grande trabalho de direção visto principalmente nos momentos finais do filme, só descartando deles a desnecessária cena final imposta pelo estúdio.",1.0,1,positivo
1592984,"elia kazan, mestre de todos os mestres marlon brando, eva marie saint e o queridíssimo karl malden.. não existem palavras, uma obra-prima magnífica. <3",1.0,1,positivo
740796,Melhor trilha sonora EVER.,1.0,1,positivo
1483018,"Amo demais esse filme, sério. Ele é perfeito em tantos níveis que não dá nem pra começar a cita-los, amo como um fã de rock, que encontra nas telas um belo retrato dos bastidores do rock nos anos 70, e amo como um bom apreciador da sétima arte, que encontra um roteiro seguro e interessante que te prende até o final. Super recomendo esse filme, está no meu top 10 ever <3 .",1.0,1,positivo
243743,"Gostei mais do filme mais pela fotografia e trilha sonora do que pelo próprio roteiro. As atuações são ótimas, mas notei uma certa superficialidade nas relações, talvez seja esse o propósito ou talvez eu tenha que rever para achar algo além disso.",1.0,1,positivo
771801,"Entre todos da saga, o meu favorito (:",1.0,1,positivo
941150,"O melhor dos 3, disparado!",1.0,1,positivo
1596700,Histórias reais sempre são muito interessantes. Filmes de Clint sempre são ótimos!,1.0,1,positivo
1431868,Trilogia Planeta dos Macacos entrou no hall das maiores trilogias da história do cinema,1.0,1,positivo
1144452,É um daqueles filmes para ter em casa para assistir sempre que estiver um pouco chatiado. Muuuuito bom.,1.0,1,positivo
140593,"muito muito bom , envolvente do começo ao fim !elenco ótimo , e Joseph Gordon-Levitt surpreendendo cada vez mais .",1.0,1,positivo
154634,"A trilha sonora desse filme é quase um terceiro personagem. Gostei da delicadeza crua da personagem da Vera, que quase nos engana. Favoritei!",1.0,1,positivo
964881,"Claro, o livro é beeeeeeeeeeeeeeeeeeeeeeeeem melhor. Mas é um bom filme. Captou a essência divertida, feliz, triste e de muito amor.",1.0,1,positivo
767489,"Já vi e verei varias e varias vezes,sem comentarios.Uma frase resume tudo,cresci com Harry Potter e algo em mim só existe devido a ele,J.K me fez sonhar mesmo acordada.",1.0,1,positivo
898398,"É muito fácil identifica-se com a Lady Bird. Eu me vi com as coisas que ela passa, com que pensa, com que ela ânsia. A ansiedade dela pela faculdade que queria, a ideia errada que é a primeira vez, o relacionamento difícil com mãe e a dificuldade de falar o que sente para a mesma, o medo que jugarem ela pela situação financeira, entre outros. Eu sou uma lady bird e ainda sou. Que filme especial, espero que ganhe um Oscar. [spoiler][/spoiler]",1.0,1,positivo
982597,"Filme virou meu amorzinho, deu vontade de ir pra Buenos só pra ver e tocar todos os prédios e etcéteras citados nele.",1.0,1,positivo
1569896,Vi de novo hoje e tinha esquecido o quanto amo esse filme.,1.0,1,positivo
1204443,É um estranho filme que te faz pensar! Gostei bastante,1.0,1,positivo
290608,"Tem tanta coisa envolvida no enredo desse filme que pelo menos 1 delas você já passou na vida. Além da atuação da Natalie Portman que brilhantemente, como sempre,  faz-nos sentir na pele da personagem.",1.0,1,positivo
1166735,"O segundo filme da franquia cumpre em todos os fatores o que se esperava dele. Segue alinhadinho com o primeiro (Uma Jornada Inesperada), continua de forma perfeita explicando os ganchos da trilogia O Senhor dos Anéis, a dinâmica do filme melhora ainda mais, o que é normal depois de um primeiro filme cheio de apresentações de personagens e faz uma ponte incrível pra um possível final épico e possivelmente o melhor filme de 2014.Os efeitos especiais são fantásticos, Smaug com sua voz que impõe medo e terror dá um show a parte, o carismático Bilbo continua a arrancar sorrisos discretos e o sagaz Thorin Escudo de Carvalho segue conquistando, emocionando e desapontando o espectador, sem esquecer da figura que virou símbolo de paz e tranquilidade, o sábio Gandalf.Um filme tecnicamente perfeito, fotografia das melhores do cinema, efeitos especiais num geral espetacular, figurino e trilha sonora. Vale a pena todas as horas perdidas na sala do cinema. Haja pipoca pra acompanhar essa saga. Mais em: www.quefilmevouverhoje.com.br",1.0,1,positivo
194762,O site de relacionamentos que Walter leva a privacidade dos usuários de uma maneira nenhum pouco séria :),1.0,0,negativo
280487,Surpreso com a direção do Affleck. Filme muito bom e história bem contada nos moldes americanos de ser.,1.0,1,positivo
1530605,Filmaço com direito a me tornar fã de Niki lauda!!,1.0,1,positivo
767593,"fechou com chave de ouro, maravilhoso esse filme, sou fã da saga desde pequeno e nunca me canso de ver os filmes, sempre quando passa na warner tiro um tempo pra ver!",1.0,1,positivo
167825,filho da puta!,1.0,0,negativo
1714698,Já perdi as contas de quantas vezes já assisti esse filme..e toda vez eu choro.É um filme lindo.,1.0,1,positivo
852581,O melhor até agora. <3,1.0,1,positivo
577905,"Nunca curti muito filmes de faroeste, mas esse é fantástico. E a trilha sonora do tarantino como sempre é genial *-*",1.0,1,positivo
1219874,"Filme muito bom apesar de que, quando a moça fala que vai precisar de um transplante de coração, ja bate uma bad pq é previsível que esse era o tal proposito que o personagem tanto falava por ter sobrevivido :cc",1.0,0,negativo
1636780,No clássico de 1977 Argento conseguiu ser totalmente bizarro e mesmo assim competente. Guadagnino muda o ritmo e consegue ser igualmente competente (dentro do que propôs). Vai ficando melhor a cada ato.A cena da sala de espelhos sem dúvidas uma das melhores do filme.Tilda Swinton impecável como sempre.Rola um queerbaiting entre essas mulheres ou eu tô louca? a madame blanc e a susie eu confesso que shippeip.s. espera que tem cena pós crédito,1.0,1,positivo
1260872,Wonderful ! Dont miss Natalie Portman (Matilda),1.0,1,positivo
292372,"Sou fã de Nárnia, mas só o primeiro filme é realmente bom :/",1.0,0,negativo
1356843,"Outro filme que vejo hoje espetacular! Não chorei tanto quanto As Aventuras de Pi, mas me emocionei igualmente. História muito bem contada e cantada... rs",1.0,1,positivo
564101,muito bom! ;},1.0,1,positivo
1619264,Este filme ficou tão legal que até justifica assistir os dois primeiros episódios fraquinhos para entender a terceira parte. Os CGIs estão melhores embora as vezes ainda pequem em algumas cenas mais amplas de batalhas e cenários. O próprio ator que interpreta Anakin rende bem mais em um roteiro enxuto e menos confuso. A saga dos Sith contra os Jedis ficou muito legal e deste conflito o surgimento do melhor vilão do cinema Darth Vader. O final do filme vai ajustando certinho com a primeira e clássica trilogia. De longe o melhor da série. Um encerramento digno para uma trilogia que começou capenga,1.0,1,positivo
1451241,"É um daqueles filmes perturbadores e que após assistidos, deixa uma angústia, um desejo de ao acordar, tentar fazer um monte de coisa de outra forma. Eu sempre leio tudo sobre o massacre de Columbine, ver esse filme só me fez pensar na dor que a mãe de um psicopata carrega.Um SUPEEER filme !",1.0,1,positivo
1003764,"aVe maria, demais esse filme s2",1.0,1,positivo
790051,O terceiro vai ser pica das galáxias !!! Rsrsrsrs...,1.0,1,positivo
310004,"Senti falta da Cecília o filme inteiro, fui dormir e ainda tava sentindo falta da Cecília.",1.0,0,negativo
907427,Eu só odeio esse final descabido.,1.0,0,negativo
1517069,Um ótimo Spin Off para a série... Vários elementos dos jogos.,1.0,1,positivo
407173,"Não tem como não gostar, não tem como não colocar nos favoritos...não tem como não dar cinco estrelas!!!! FANTÁSTICO!!!",1.0,1,positivo
992401,"Fotografia, trilla sonora, tudo é lindo. A atuação da Kirsten é simplesmente fantástica. Ela quase leva o silêncio do filme pra uma realidade. Fantástico.",1.0,1,positivo
1831917,"Seria esse o melhor ? Filme ótimo, sem mais.",1.0,1,positivo
1725962,Bem bonito e emocionante. Fotografia linda.,1.0,1,positivo
276795," Para Martin, Ana Paula e Rodrigo. Pelas horas de lazer que lhes foram roubadas. (Eu achei essa cena a coisa mais linda.)",1.0,1,positivo
1710957,"Vi pela metade, preciso rever essa pérola.",1.0,0,negativo
1184619,"Excelente,empolgante!",1.0,1,positivo
1800491,Melhor filme da Pixar.,1.0,1,positivo
1562559,MINHA NOSSA SENHORA DA BADa visão nunca foi o sentido principal. é o tato. é o toque. sempre foi o toque.,1.0,1,positivo
728282,Muito bom.,1.0,1,positivo
362432,"Filmaço! Não sei se leva melhor filme no Oscar, mas Michael Keaton e - principalmente - Alejandro González Iñárritu merecem levar o carequinha pra casa!",1.0,1,positivo
1213387,quase 3 horas de filme e não queria que acabasse,1.0,1,positivo
832338,Na minha opinião o melhor filme de terror de 2013,1.0,1,positivo
1552255,A cena do carro...no  meio do mato...tipicamente lombrada!rsrs,1.0,1,positivo
807585,"Na Próxima Quarta(09/10) as 1h55 no Festival de Sucessos, só na telinha da Globo",1.0,1,positivo
597081,Melhor filme baseado em Drácula que eu já assisti.,1.0,1,positivo
1264708,"É um filme bom, mais o final acaba sendo chato, podia ter sido melhor, atuação do menino foi perfeita junto com a inocência dele , mais o melhor do filme foi o amor da mãe pelo filho, por ele ser filho tbm do cara que abusava dela, e por ela ter enfrentado o próprio pai de sangue, que não conseguia gostar do filho dela, criança são benção de Deus",1.0,1,positivo
224036,"Nooooooooooooossa, não sei como eu esqueci de marcar esse filme como assistido! É um dos meus favoritos desde a infância!",1.0,1,positivo
522091,"Eu gostei DEMAIS. Vi alguns comentários pouco animadores, então fui ver sem expectativas e achei muito bom! Que aflição, senhoras e senhores.",1.0,1,positivo
1027984,"Muito show o filme vale a pena conferir,o ator que fez o super man está maravilhoso em todos os sentidos e o tom cruise,,,ai jesus me abanaMuita cena de luta e ação que mexeram com meu coração kkkkkkk",1.0,1,positivo
1828639,Pra quem gosta de ação este filme é excelente. Gostei muito mas como eu não sou especialista em X-Men não posso falar muito.Vale muito apena ver mesmo pra quem nem gosta dos X-men!,1.0,1,positivo
1086300,"Esse filme é lindo, pqp.",1.0,1,positivo
1005211,"Confuso em alguns pontos, um pouquinho arrastado mas a trilha sonora é muito bela e a história acaba por cativar! O final foi fantástico!",1.0,1,positivo
167493,"Na minha opinião, é o melhor filme do ano.",1.0,1,positivo
948181,Adorável!,1.0,1,positivo
239894,"Moore não me decepciona. Não li sobre a história real, então não tenho base para criticar o filme sendo uma história real, logo vou falar como ficção. Boas atuações, roteiro linear, não esperava mais nem menos da direção do Solett, fotografia boa; prestei atenção nas cenas curtas, os detalhes muito importantes, mostrando o processo da luta contra o câncer, enquanto a história focava na luta pela igualdade.Não achei NOSSA MEU DEUS QUE FILMAÇO, mas fiquei até bem emocionada na sequência final. Bom filme, mesmo achando que poderia ser melhor; talvez lendo sobre o assunto e revendo o filme como baseado em fatos reais, eu entenda um pouco mais do que foi criado nesse longa. Minha opinião, claro",1.0,1,positivo
1320380,"Confesso que tinha desistido no meio do filme, achei fantasioso demais, porém, eu fiquei tentado a saber o desfecho da história e realmente valeu a pena. O final desse filme é perturbador.",1.0,1,positivo
131908,Não sei nem o que pensar depois de ver esse filme.,1.0,0,negativo
1313605,"Maravilhoso! Me emocionei várias vezes durante o filme, e mostra o valor da família, e de todas as pessoas que importam na vida. Recomendo muito!",1.0,1,positivo
381102,"O tempo atua como personagem principal nesse filmaço. Nada mais a dizer além de que é de uma beleza cativante, real e pungente.",1.0,1,positivo
1592958,Um dos melhores filmes de todos os tempos!,1.0,1,positivo
1513208,"Wow, tipo, wow. E foi o primeiro filme que vi com o Jared Leto que ele não morre.",1.0,1,positivo
284170,Muito bom! A reflexão sobre a vida que ele põe em pauta é ótima. Meu favorito ao Oscar.,1.0,1,positivo
241920,Filme super sólido!,1.0,1,positivo
34220,"Há um tempão, na primeira vez que vi esse filme, apesar de não ter entendido muito, eu adorei, achei lindo e favoritei. Hoje o assisti com mais calma e pude sentir o que o filme transmite. Acho que as pessoas estão muito acostumadas com a maneira clássica de fazer filmes. Que é com a ordem certa, cheia de diálogos, com tudo prontinho. Chamar de cult quem consegue ver a beleza e ser tocado com isso é meio estúpido.  Esse filme é literalmente lindo, do começo ao fim. Mesmo que em algumas partes você não entenda, ainda assim você sente. Como uma poesia. É cheio de metáforas e com uma trilha sonora e fotografias tão lindas que chega a dar um aperto no coração em algumas cenas. E as atuações? Maravilhosas, inclusive (principalmente) as das crianças.Algumas pessoas dizem que é um filme sobre Deus. Não sei se é porque não sou religiosa, mas não consegui ver o filme dessa maneira. Acho que é um filme sobre a vida e principalmente sobre o dilema, a confusão de um menino criado com amor e ao mesmo tempo rigidez, que se torna um homem confuso e culpado. Enfim. Um filme lindo, mais que bem feito; que faz você compreender coisas e ao mesmo tempo apenas sentir.",1.0,1,positivo
845140,"Acho que não era a proposta do filme mas eu gostaria de ter visto um pouco mais de drama. Mortes reais. Acho que ficou tudo muito bonitinho, muito contos de fadas.Fora isso, puta filmaço!",1.0,1,positivo
1624802,"Não é do nível da trilogia original, mas é divertido, eu gostei dos novos personagens, o vilão achei bem chatinho.  O filme em si é muito bonito, os cenários são palpáveis, a trilha sonora do John Williams é fantástica. Gostei desse, mas com pé atrás para algumas coisas mal explicadas!",1.0,1,positivo
532677,"Gosto do suspense, sabemos o que vai acontecer mas ainda assim, temos uma expectativa de como será as mortes.",1.0,0,negativo
1498365,"Não assisti, AINDA, mas pela sinopse ta parecendo imitação do Efeito Borboleta.Assistirei e darei minha opinião!",1.0,0,negativo
1359275,"E quando eu pensava que não ia chorar vem aquele final para simplesmente acabar comigo e me fazer cair em lágrimas. O filme foi muito elaborado e merecido os Oscars que ganhou. A minha lamentação foi pelos poucos minutos com a participação da minha querida Anne Hathaway, mas ela foi tão brilhante que me emocionei com ela cantando I Dreamed a Dream. O Hugh Jackman ainda estou sem palavras para dizer o quanto a sua atuação foi ótima. O filme em si é bem parado e se a pessoa não gosta de musical realmente irá parar na metade, mas mesmo ter ficado em certo momento cansado para mim eu não conseguia parar pelo simples fato das ótimas atuações, Amanda Seyfried mostrou que veio para ficar. Enfim, recomendo e muito esse filme, vale muito a pena.",1.0,1,positivo
1498511,"Esse filme é maravilhoso.A lição dele é essencial, muda a vida de qualquer pessoa que assiste. O filme vai nos conduzindo a essa lição de aproveitar cada momento da vida ao longo do filme, e não simplesmente joga uma frase clichê no final.É bonito ver a comparação que é feita entre Tim e Mary, já que Mary está sempre satisfeita com a vida, mesmo com todos os defeitos. Como quando ela diz que tudo no casamento foi perfeito quando Tim lhe pergunta se ela queria que tivesse sido em um dia menos chuvoso. Podemos ver que Tim absorve isso dela aos poucos, e nós absorvemos também.O filme nos ensina a viver vendo beleza em tudo, aproveitando o máximo de tempo com a família, demonstrando amor pras pessoas que merecem sua atenção e aceitando que nem tudo vai sair como você planejou, mas isso não é necessariamente uma coisa ruim.O roteiro é muito bem construído, testando os personagens a cada cena, sempre condizendo com a personalidade que foi apresentada de cada um. Todo mundo se identifica com pelo menos um personagem: o Tim atrapalhado, a Mary otimista, o pai de Tim que faz tudo pela família, a inocência do tio Desmond, a loucura da Kit Kat e o jeito pacífico que a mãe de Tim lida com tudo. Há equilíbrio entre a comédia e o drama, mas sempre apresentando todas as situações de um jeito doce.A fotografia traduz a essência do filme, mostrando tudo de maneira colorida e cheia de luz, quase nunca usando uma câmera totalmente estável ou nivelada, pra mostrar que também há beleza na imperfeição.A trilha sonora também é uma gracinha: moderna, porém clássica. Assim como o filme.É o tipo de filme que você tem que apresentar pra todo mundo, e que deve ser assistido de tempos em tempos, quando nos esquecemos de como devemos ver o mundo.",1.0,1,positivo
1308531,FODAÃOOOOOO..,1.0,1,positivo
536513,"Achei De Olhos Bem Fechadas bastante agradável, ou melhor, tem algo agradável em  todo o mundo desagradável que Kubrick mostra. Um quê de Veludo Azul do David Lynch neste apego ao mundo sujo onde as convencionalidades não têm graça e sim o desapego à elas é que formam essa vontade obscura de participar dessa sujeira. A sequência do ritual segue como o ponto altíssimo do filme, pena que no todo o ritmo aterrorizante não se mantenha.",1.0,1,positivo
742223,Piada da luz negra melhor piada né mores,1.0,1,positivo
879306,"O filme é legal, mas o primeiro foi melhor com certeza.",1.0,1,positivo
323165,http://www.filmesonlineflv.com.br/2013/12/assistir-filme-azul-e-cor-mais-quente.html Legenda em espanhol.quem conseguir em portugues terá meu amor eterno.,1.0,1,positivo
1105692,"Filme muito louco, mas tb n o culpo de ter se aficionado por aquele ralo, pois era um belo espécime hehe",1.0,1,positivo
1272827,"O filme te encanta desde o inicio, tem uma linda fotografia, trilha, encantador do inicio ao fim.",1.0,1,positivo
1032939,"Moana, eu te venero. Virou fav <3",1.0,1,positivo
894272,"Um dos filmes mais bonitos dos últimos anos. Apesar de ser simples, no sentido de não ter um roteiro complexo, é extremamente coerente e tem diálogos divertidíssimos e, sobretudo, emocionantes. Não exagerando, mas eu o considero um dos filmes com mais alma que já vi. Emma Stone está impecável (isso já tem soado redundante ultimamente), e Ryan Gosling mais uma vez demonstra que é um dos melhores atores da geração (foi muito injustiçado em Drive, mas aqui está recebendo o crédito devido). A química entre eles é um negócio de outro mundo. Eu diria que o filme tem umas quatro ou cinco cenas icônicas, seja com ou sem música, e isso significa muita coisa, mas o final é meu preferido (sério, é de cortar o coração). Enfim, La La Land é incrível, perfeito e mágico em vários momentos. Não importa se será ou não o vencedor do Oscar, já se estabeleceu como um grande filme, de um diretor competentíssimo, que, com certeza, ainda fará muitos outros bons trabalhos.",1.0,1,positivo
743861,"Muito bom, tinha visto no cinema, mas agora q reassisti em casa percebi o quanto é bem feito e super engraçado.",1.0,1,positivo
126693,"Comédia do ano até agora sim!Não é do tipo de filme que tu morre de rir o tempo todo, mas quando tu ri, fica sem ar! **Pra quem viu, a cena da remoção da bala é de longe uma das coisas mais engraçadas que já vi!!",1.0,1,positivo
250298,FILMÃO DA PORRA!!,1.0,1,positivo
457165,"Uma das coisas mais belas que já assisti na vida. Cinema Paradiso ganhou um espaço enorme dentro do meu peito. Tornatore, muito obrigado por ter realizado esse majestoso filme! Obrigado por ter me levado à essência do cinema; por ter me comovido de forma tão divina. Meus eternos aplausos ao cinema italiano! [...] O mundo é seu! Não quero mais ouvir você falar, quero ouvir falar de você.",1.0,1,positivo
